id,name,security_type,city,state_name,annual_revenue,business_type,staff_pick,start_date,entity_id,price_rating,market_rating,team_rating,performance_rating,overall_rating,differentiation_rating,overall_average,risk_rating,financials_risk_rating
1973,Harmony Turbines,SAFE,Palmyra,Pennsylvania,0,277,6163,8/24/2020 0:00,55628,4.8,2.7,2.5,1,3.7,4.8,3.15,0,0
1974,Reyets,Convertible Note,Arlington,Virginia,0,277,250,8/24/2020 0:00,55694,4.2,3.7,1.8,1,2.9,3.7,2.89,0,0
1976,Smart Soda Holdings,Equity - Common,Beachwood,Ohio,334032,277,248,8/24/2020 0:00,55889,2.1,2.3,1.4,3.5,2.3,4.2,2.68,0,0
1977,Furry Fortune The Movie,Equity - Common,Sherman Oaks,California,0,277,250,8/24/2020 0:00,55913,5,1.8,5,1,2.5,1,2.77,0,0
1980,COI Energy,SAFE,Tampa,Florida,191935,277,248,8/26/2020 0:00,55526,1.6,2.5,4.4,3.3,3.5,3.7,3.11,0,0
1982,ChipBrain,Equity - Common,Lewes,Delaware,0,277,250,8/27/2020 0:00,55962,4.2,1.8,2.1,1,1.2,1.8,2.18,0,0
1983,Bloomi,SAFE,Oakland,California,62755,277,250,8/27/2020 0:00,55779,3.3,2.1,2.7,2.9,2.3,2.5,2.68,0,0
1987,LockedBrands,Convertible Note,Rockwall,Texas,26392,277,250,8/28/2020 0:00,55695,3.1,2.7,2.5,2.7,2.5,3.1,2.81,0,0
1988,COMMUNITYx,Equity - Common,San Jose,California,0,277,250,8/28/2020 0:00,55898,3.1,2.1,2.9,1,2.1,4.2,2.64,0,0
1989,Capsul,Equity - Common,El Segundo,California,385445.7,277,6163,8/28/2020 0:00,55729,2.5,3.5,3.5,4.2,3.9,2.5,3.23,0,0
1990,SoloQi,Equity - Common,Pembroke Pines,Florida,120000,277,250,8/28/2020 0:00,55629,2.7,2.9,1.8,3.1,2.7,3.7,2.85,0,0
1991,Melanence,Equity - Common,Upland,California,0,277,250,8/28/2020 0:00,55727,3.7,2.5,1.2,1,1.2,2.5,2.18,0,0
1992,Contiq,Equity - Preferred,Sunnyvale,California,325734,66,250,8/31/2020 0:00,56007,2.3,3.1,4.4,5,3.9,1.6,3.27,0,0
1993,Ola Brew,Equity - Common,Kailua Kona,Hawaii,3550667,65,250,8/31/2020 0:00,55903,1.4,5,2.9,4.4,3.1,1.2,2.98,0,0
1995,Kobrelms,Convertible Note,Katy,Texas,0,65,249,8/31/2020 0:00,55630,4.2,5,1.2,1,2.1,1.6,2.6,0,0
1998,Ad Fontes Media,SAFE,Westminister,Colorado,19984.3,277,250,9/1/2020 0:00,55749,3.7,1.6,2.5,2.7,2.3,3.1,2.73,0,0
1999,PharmD Live,Equity - Preferred,District of Columbia,null,0,277,250,9/1/2020 0:00,55532,2.3,2.7,3.9,1,3.1,5,2.98,0,0
2000,Charlala,SAFE,Elmhurst,Illinois,0,277,250,9/1/2020 0:00,55696,5,2.5,3.3,1,3.9,4.2,3.19,0,0
2001,Groomit,SAFE,Yonkers,New York,596470,277,250,9/1/2020 0:00,55637,2.7,3.9,3.3,4.8,5,3.7,3.69,0,0
2002,bspoketv,SAFE,Los Angeles,California,20000,277,6163,9/1/2020 0:00,55780,3.1,3.9,4.6,2.7,4.8,3.7,3.61,0,0
2003,Transparent Path,Equity - Common,Seattle,Washington,3906,66,248,9/1/2020 0:00,55712,4.2,3.3,1.4,2.5,3.3,3.7,3.02,0,0
2004,MF Fire,Equity - Common,Baltimore,Maryland,243807.24,277,250,9/1/2020 0:00,55593,1.8,2.3,2.7,4.6,3.5,4.2,3.11,0,0
2005,Vital Leaf,Convertible Note,Portland,Oregon,0,65,250,9/1/2020 0:00,55697,4.2,4.2,3.3,1,2.5,1.2,2.77,0,0
2006,Hudson Space Systems,Convertible Note,Hoboken,New Jersey,0,277,250,9/1/2020 0:00,55594,4.4,3.9,2.1,1,3.5,4.2,3.11,0,0
2007,HILOS,Convertible Note,Portland,Oregon,0,277,250,9/1/2020 0:00,56012,3.7,5,2.1,1,3.1,3.1,2.98,0,0
2008,Illuminate Labs,Convertible Note,Northampton,Massachusetts,0,277,250,9/1/2020 0:00,56004,4.8,4.4,1.4,1,1.8,1.2,2.56,0,0
2011,SampleServe,Equity - Common,Traverse City,Michigan,93105,277,248,9/2/2020 0:00,55643,2.7,1.2,4.6,3.3,4.4,5,3.36,0,0
2012,Swift Rails,Equity - Preferred,Lancaster,New York,0,277,250,9/3/2020 0:00,55652,2.3,3.5,4.6,1,3.9,5,3.27,0,0
2013,Frame,Convertible Note,Brooklyn,New York,4115,0,6163,9/3/2020 0:00,55963,4.4,5,2.1,2.5,3.7,2.1,3.19,0,0
2014,Renewal Mill,SAFE,San Francisco,California,81152,277,248,9/3/2020 0:00,55894,2.7,3.7,2.1,4.4,3.7,3.1,3.19,0,0
2017,Phat Scooters,Convertible Note,Phoenix,Arizona,2747843.97,277,6163,9/4/2020 0:00,55882,1.2,3.9,2.9,4.4,4.2,4.2,3.32,0,0
2018,FuelGems,SAFE,Austin,Texas,0,66,250,9/4/2020 0:00,55908,2.9,2.7,4.6,1,3.7,4.8,3.19,0,0
2021,UrgentEMS,SAFE,Minden,Louisiana,700,277,250,9/7/2020 0:00,55883,4.8,1,2.1,2.3,1.2,1,2.22,0,0
2022,Moonshot Junior,SAFE,San Jose,California,12137,277,250,9/7/2020 0:00,55533,3.1,3.3,1.4,2.5,1.4,1.2,2.31,0,0
2023,Popshop,SAFE,New York,New York,393275,277,6163,9/7/2020 0:00,55465,2.3,1.4,2.5,3.7,1.8,3.1,2.6,0,0
2024,Gides,SAFE,Summerville,South Carolina,25000,66,250,9/8/2020 0:00,55581,2.7,2.7,3.1,3.1,2.5,2.5,2.81,0,0
2025,Unitonomy,SAFE,Louisville,Kentucky,25000,66,6163,9/8/2020 0:00,55638,3.7,2.7,3.3,2.7,3.5,3.1,3.11,0,0
2026,nSightify,SAFE,Austin,Texas,2184,277,250,9/8/2020 0:00,55636,4.4,2.7,4.4,2.3,4.6,3.7,3.48,0,0
2028,Rhino Hide,Equity - Common,Sagle,Idaho,0,277,250,9/9/2020 0:00,55553,3.1,3.1,1.4,1,1.6,3.7,2.47,0,0
2029,Moku Foods,SAFE,Los Angeles,California,354,65,250,9/9/2020 0:00,55595,2.9,1,1.2,1,1,3.1,1.84,0,0
2030,Ron Artesano,SAFE,Juyaya,Puerto Rico,null,277,250,9/10/2020 0:00,55860,4.8,2.1,1.6,1,1.2,1,2.09,0,0
2031,Ionica Sciences,Convertible Note,Ithaca,New York,0,277,248,9/10/2020 0:00,55933,3.7,2.7,4.4,4.4,5,4.2,3.86,0,0
2032,Juked,SAFE,San Francisco,California,0,66,248,9/10/2020 0:00,55466,2.5,3.5,4.4,1,2.9,3.1,2.89,0,0
2033,Roostar Factory,Debt,Houston,Texas,1729845.08,65,250,9/10/2020 0:00,35140,5,1,2.9,4.2,2.9,1.4,2.89,0,0
2034,LifeDNA,Convertible Note,Honolulu,Hawaii,0,66,248,9/10/2020 0:00,55974,2.7,1,1.8,1,1,3.1,1.93,0,0
2035,Tiro,SAFE,New York,New York,0,66,250,9/11/2020 0:00,55596,4.6,1.2,3.5,1,1.8,2.5,2.56,0,0
2036,Mayfield Athletics,SAFE,Shelby Township,Michigan,55280,277,250,9/11/2020 0:00,55610,3.1,1,2.7,4.8,3.7,4.2,3.15,0,0
2037,Smart Tire Recycling,Equity - Preferred,Pittsburgh,Pennsylvania,0,277,250,9/11/2020 0:00,55876,4.6,1.6,3.5,1,1.6,1.6,2.47,0,0
2039,Guac,Equity - Common,Irvine,California,0,277,250,9/11/2020 0:00,55449,3.3,1.2,1.8,1,1,2.5,1.97,0,0
2040,AquaBoy,Equity - Common,Cooper City,Florida,223134,277,250,9/11/2020 0:00,55534,2.3,1.8,4.6,3.5,3.7,3.7,3.19,0,0
2041,Dare,Convertible Note,Venice,California,0,277,250,9/11/2020 0:00,55861,4.2,1.2,1.4,1,1,2.5,2.05,0,0
2042,Skywide Real Estate,Equity - Common,Philadelphia,Pennsylvania,0,65,250,9/14/2020 0:00,31531,5,1,2.1,1,1,1,2.01,0,0
2043,SportBLX/ PJ Washington,Equity - Preferred,New York,New York,null,277,249,9/14/2020 0:00,23694,5,1,1.4,1.4,1.4,3.1,2.39,0,0
2044,Tapa,SAFE,Herndon,Virginia,123833,66,6163,9/15/2020 0:00,55781,3.1,2.7,5,3.1,3.7,2.1,3.19,0,0
2045,18.21 Drinks,SAFE,Wilmington,Delaware,1033820,277,248,9/15/2020 0:00,55856,2.3,1.6,2.7,3.9,1.2,1,2.31,0,0
2046,Roux,Revenue Share Note,Williston,North Dakota,null,65,250,9/15/2020 0:00,35299,5,1,2.5,1,1.4,2.3,2.35,0,0
2047,Wellness for Humanity,Revenue Share Note,Atlanta,Georgia,null,277,0,9/15/2020 0:00,55981,5,1,2.1,1,1,1.2,2.05,0,0
2048,Love Sun Body,Equity - Common,West Orange,New Jersey,165785,277,250,9/15/2020 0:00,55522,1.2,1.2,3.7,4.6,1.4,1,2.35,0,0
2049,Brownrigg Hard Cider,Revenue Share,Seattle,Washington,104722.71,65,250,9/16/2020 0:00,35185,5,1,2.1,3.1,2.7,3.1,2.85,0,0
2050,Top Shelf Cookies,Revenue Share Note,Dorchester,Massachusetts,0,65,250,9/16/2020 0:00,35258,5,1,2.9,1,1.6,2.5,2.47,0,0
2051,Edly ISA Marketplace,Convertible Note,Briarcliff Manor,New York,336079,277,250,9/16/2020 0:00,55835,1.8,4.4,5,3.5,4.6,2.5,3.44,0,0
2052,Blended Sense,SAFE,Austin,Texas,40002,66,6163,9/16/2020 0:00,55895,4.2,2.1,1.4,2.9,1.8,2.5,2.6,0,0
2053,Quim,SAFE,San Francisco,California,201219,277,250,9/16/2020 0:00,55738,2.7,1,2.5,4.8,2.5,3.1,2.81,0,0
2054,TrippBio,Equity - Common,Jacksonville,Florida,0,277,250,9/16/2020 0:00,55713,3.3,1.2,4.6,1,1.6,2.1,2.43,0,0
2058,AltoIRA,SAFE,Nashville,Tennessee,78574,66,250,9/17/2020 0:00,55949,1.2,2.1,3.7,4.8,2.5,2.1,2.77,0,0
2059,Wayzn,SAFE,Sunnyvale,California,310000,277,250,9/17/2020 0:00,55847,1.6,2.3,2.9,3.9,3.1,4.2,2.98,0,0
2060,Statum Systems,Equity - Common,Natick,Massachusetts,null,66,6163,9/17/2020 0:00,55848,3.5,2.5,2.9,1,2.3,3.7,2.73,0,0
2061,ReGrained,Equity - Preferred,Berkeley,California,359432,277,248,9/17/2020 0:00,55890,1.6,4.2,3.3,4.4,4.8,4.2,3.53,0,0
2062,Cyber Dive,Equity - Common,Mesa,Arizona,0,277,250,9/18/2020 0:00,55840,1.4,1.4,1.6,1,1,3.7,1.84,0,0
2063,Audios,SAFE,Atlanta,Georgia,0,277,6163,9/18/2020 0:00,55655,3.1,2.9,4.6,2.3,4.8,4.8,3.53,0,0
2066,Mosquito Steve,Equity - Common,Dallas,Texas,null,65,250,9/21/2020 0:00,55750,5,1.2,3.5,1,1.6,1.8,2.52,0,0
2067,PDX FC,Equity - Preferred,Portland,Oregon,11457,65,250,9/21/2020 0:00,55795,5,1.2,2.9,2.5,1.6,1,2.52,0,0
2069,Solgaard,Equity - Common,New York,New York,2981927,277,6163,9/22/2020 0:00,55559,1.2,2.3,2.5,4.4,2.3,3.1,2.68,0,0
2070,O2 Treehouse,Equity - Common,Alameda,California,462596,65,6163,9/23/2020 0:00,55560,2.3,1,4.4,3.7,3.5,4.2,3.11,0,0
2071,AlwaysNear TeleHealth,SAFE,The Villages,Florida,0,277,250,9/23/2020 0:00,55722,3.7,1.4,3.3,1,2.1,3.7,2.64,0,0
2072,Swingman Thoroughbred,Equity - Common,New York,New York,null,65,250,9/24/2020 0:00,23614,5,1,1.4,1.4,1,1.6,2.09,0,0
2074,EncrypGen,Convertible Note,Pompano Beach,Florida,271186,277,250,9/24/2020 0:00,55753,3.7,2.1,1.8,4.8,3.9,3.7,3.23,0,0
2075,Yerbae,Equity - Common,Scottsdale,Arizona,3610897,277,248,9/25/2020 0:00,55555,1,4.6,3.5,4.8,4.4,3.1,3.4,0,0
2076,Pit Boss,Debt,Atlanta,Georgia,3094036,65,250,9/25/2020 0:00,35260,5,1.2,3.9,4.4,4.4,2.3,3.36,0,0
2077,GroundLion Brewing Company,Revenue Share Note,Seagrove,North Carolina,0,65,250,9/25/2020 0:00,35203,5,1,3.9,1,2.1,2.3,2.64,0,0
2078,Ratio,SAFE,Portland,Oregon,672565,277,6163,9/25/2020 0:00,55704,3.7,1.2,4.2,3.9,4.4,3.7,3.36,0,0
2079,Vymedic,Equity - Common,Englewood,Colorado,0,277,250,9/25/2020 0:00,55730,1.4,1,3.9,1,1.6,5,2.47,0,0
2082,Just Pour,Equity - Common,Bridgewater,Massachusetts,16500,277,250,9/28/2020 0:00,55790,4.8,1.2,1.4,2.7,1.4,1.8,2.39,0,0
2083,Coda Music,SAFE,Lake Worth Beach,Florida,null,66,250,9/28/2020 0:00,55796,3.1,1.8,3.9,3.1,2.9,2.5,2.89,0,0
2084,Big Chief Brewing,Revenue Share Note,Horsham,Pennsylvania,0,65,250,9/29/2020 0:00,35204,5,1,3.7,1,1.8,2.3,2.6,0,0
2085,Zenus,Equity - Common,Austin,Texas,55383,66,6163,9/29/2020 0:00,55544,2.3,3.3,2.3,4.2,4.4,4.8,3.36,0,0
2086,"Rockin’ Pets, Rollin’ Pets",Convertible Note,Houston,Texas,1500000,277,248,9/29/2020 0:00,55899,4.2,3.1,4.8,4.2,5,3.1,3.86,0,0
2087,Caribbean Smooth Ou-Oui!,Convertible Note,Atlanta,Georgia,33744,65,250,9/29/2020 0:00,55797,3.7,1,2.7,2.9,1.4,1.6,2.39,0,0
2088,Lombardi’s Foods,Convertible Note,Sheridan,Wyoming,0,65,250,9/29/2020 0:00,55523,4.2,1.2,1.2,1,1,1.2,1.76,0,0
2089,Sister Sunflower,Debt,Philadelphia,Pennsylvania,0,65,250,9/30/2020 0:00,35302,5,1,1.2,1,1.2,2.5,2.14,0,0
2090,NJ Teamsters Football Club,Equity - Preferred,Bayonne,New Jersey,29492.24,65,250,9/30/2020 0:00,55798,4.4,1.4,2.1,2.9,1.4,1,2.35,0,0
2091,VirZOOM,SAFE,Cambridge,Massachusetts,219279,277,6163,9/30/2020 0:00,55905,1.6,1.6,4.6,4.8,4.4,4.2,3.36,0,0
2092,Z0Cal,Equity - Common,Huntington Beach,California,0,277,6163,9/30/2020 0:00,55897,3.9,2.5,3.9,1,1.8,1.6,2.6,0,0
2093,Rayton,Equity - Common,Van Nuys,California,0,277,250,9/30/2020 0:00,55723,1,1.2,2.9,4.4,2.7,4.8,2.85,0,0
2094,Willow Creek Brewing,Revenue Share Note,Reading,Pennsylvania,0,65,250,9/30/2020 0:00,35206,5,1,5,1,2.7,2.3,2.85,0,0
2095,White Elk Tea Company,Revenue Share Note,Manassas,Virginia,0,65,250,9/30/2020 0:00,35207,5,1,1.2,1,1.2,3.1,2.26,0,0
2096,MARUX,SAFE,Detroit,Michigan,null,277,250,10/1/2020 0:00,55524,4.2,2.5,2.7,1,2.5,3.7,2.81,0,0
2097,AfterrHome,Revenue Share,Baltimore,Maryland,0,277,250,10/1/2020 0:00,35072,5,1.4,1.6,1,1.8,3.7,2.56,0,0
2098,The Luving Company,Equity - Common,Marina Del Rey,California,69128.35,277,6163,10/1/2020 0:00,55551,3.5,2.3,2.1,3.1,3.3,4.2,3.02,0,0
2099,Shacksbury Holdings,Equity - Common,Vergennes,Vermont,2833240,277,6163,10/1/2020 0:00,55552,1.8,2.5,3.5,4.4,2.5,1.6,2.77,0,0
2100,Red Eye Louie’s,Equity - Common,Birmingham,Alabama,951990,277,250,10/1/2020 0:00,55516,1.6,2.3,3.7,3.9,2.1,1.6,2.64,0,0
2101,The Hub,SAFE,Brooklyn,New York,611731,277,250,10/1/2020 0:00,55849,3.1,2.3,2.7,3.9,2.5,2.1,2.81,0,0
2102,SeeMe,Convertible Note,Richmond,Massachusetts,143800,277,250,10/2/2020 0:00,55909,4.2,2.3,4.4,3.3,3.9,2.1,3.23,0,0
2104,ShoppinPal,Convertible Note,Modesto,California,50955,277,250,10/2/2020 0:00,55597,3.1,2.3,3.7,4.8,4.4,3.1,3.4,0,0
2106,Stojo,SAFE,Brooklyn,New York,6575838,277,6163,10/6/2020 0:00,55677,1.8,2.5,3.7,4.8,3.1,2.1,2.98,0,0
2107,Elly,Convertible Note,Los Angeles,California,0,277,6163,10/6/2020 0:00,55910,4.2,1.2,3.5,1,2.3,3.7,2.73,0,0
2108,RAIDAtech,Equity - Common,Youngsville,North Carolina,109972,66,250,10/6/2020 0:00,55603,1.6,1.4,2.7,4.8,1.8,2.5,2.6,0,0
2109,Our Mayberry,Convertible Note,Bellevue,Washington,null,277,250,10/6/2020 0:00,55574,2.7,1.6,3.1,1,1.2,3.1,2.31,0,0
2110,Riding Phat,Equity - Common,Phoenix,Arizona,null,65,250,10/6/2020 0:00,55862,5,1.2,3.7,1,1.6,1.2,2.43,0,0
2112,Pav*r,Convertible Note,Louisville,Kentucky,0,66,6163,10/7/2020 0:00,55782,5,1.8,3.3,1,2.7,3.1,2.85,0,0
2113,Plant an App,SAFE,Saint Louis,Missouri,0,66,248,10/7/2020 0:00,55604,2.7,4.6,4.4,1,3.3,2.5,3.02,0,0
2115,Defynance Holdings,Equity - Common,Atlanta,Florida,0,277,250,10/7/2020 0:00,55714,3.1,4.4,1.4,1,1.6,2.5,2.47,0,0
2116,MeVero,Equity - Common,Palo Alto,California,76,277,250,10/7/2020 0:00,55927,3.3,1.2,2.1,1,1,1,1.72,0,0
2117,Cleancash by SaniCash,Equity - Common,Homosassa,Florida,null,277,250,10/8/2020 0:00,55519,2.5,2.1,3.1,1,1.8,4.2,2.56,0,0
2120,Robotic Assistance Devices Mobile,Equity - Common,San Juan Capistrano,California,null,277,250,10/9/2020 0:00,55941,1.2,2.1,4.6,1,1.4,3.1,2.39,0,0
2121,Million Marker,Convertible Note,El Cerrito,California,32615.35,277,6163,10/9/2020 0:00,55580,2.3,2.5,1.8,2.9,2.1,3.7,2.64,0,0
2124,Quaesitus,SAFE,Miami,Florida,0,277,250,10/12/2020 0:00,55739,4.2,3.5,1.4,1,1.2,1,2.22,0,0
2125,QuirkChat,SAFE,Concord,North Carolina,118250.45,66,6163,10/12/2020 0:00,55525,4.2,1.2,2.1,3.1,2.3,3.1,2.73,0,0
2126,T2M,Equity - Common,Golden Valley,Minnesota,937782,277,250,10/13/2020 0:00,55783,1,2.3,3.7,3.9,1.8,2.1,2.6,0,0
2127,3rdDegree App,Equity - Common,Hixson,Tennessee,null,277,250,10/13/2020 0:00,55715,3.5,1.6,1.2,1,1,2.1,1.88,0,0
2130,Pendram,SAFE,San Diego,California,0.84,277,250,10/13/2020 0:00,55598,2.5,1.4,2.9,1,1.2,3.1,2.18,0,0
2131,teleCalm,Equity - Preferred,Allen,Texas,204436,277,248,10/13/2020 0:00,55685,3.3,2.5,2.9,3.3,4.4,4.8,3.36,0,0
2132,OTIS Dental,SAFE,San Francisco,California,8786,277,6163,10/13/2020 0:00,55656,2.7,1.8,3.5,2.5,2.3,3.1,2.73,0,0
2133,BAOBAB,SAFE,New York,New York,247586,277,6163,10/13/2020 0:00,55512,3.1,3.5,2.7,3.5,2.7,1.2,2.81,0,0
2135,Raindrop Texting Solutions,Equity - Common,UT,Utah,38620,277,250,10/14/2020 0:00,55545,5,1,2.9,2.9,2.7,2.5,2.85,0,0
2136,UV One Hygienics,Equity - Common,Sheridan,Wyoming,0,277,250,10/14/2020 0:00,55605,1.2,1.6,2.3,1,1,2.5,1.72,0,0
2137,Zeroc Energy,SAFE,Brookline,Massachusetts,0,277,250,10/14/2020 0:00,55740,4.6,2.9,4.6,1,4.4,3.7,3.36,0,0
2139,Creator Films,Equity - Preferred,Menifee,California,0,65,250,10/15/2020 0:00,30135,5,1,1,1,1.2,2.1,2.01,0,0
2140,Entre,SAFE,Pittsburgh,Pennsylvania,42790,66,250,10/15/2020 0:00,55724,2.7,4.2,2.1,2.9,3.1,3.1,2.98,0,0
2141,Wildeye,Equity - Common,Incline Village,Nevada,0,277,250,10/15/2020 0:00,55698,2.9,4.2,1.6,1,1.8,3.1,2.56,0,0
2142,Here Today,Equity - Common,Seattle,Washington,null,65,250,10/16/2020 0:00,55751,4.8,1,3.7,1,1.4,1.2,2.35,0,0
2143,Sircles,SAFE,Sacramento,California,0,66,250,10/16/2020 0:00,55929,2.3,1.6,2.5,1,1,2.1,1.88,0,0
2144,Florida Cane Distillery,Convertible Note,Tampa,Florida,446372,277,250,10/16/2020 0:00,55563,2.3,2.1,3.7,3.7,1.8,1,2.56,0,0
2145,Vampr,Equity - Preferred,Santa Monica,California,17000,277,6163,10/16/2020 0:00,55678,2.3,1.6,3.7,4.6,2.9,2.5,2.94,0,0
2148,Northstar Technologies Group,Equity - Common,Naples,Florida,null,277,250,10/16/2020 0:00,55716,1.2,2.7,4.2,1,1.8,3.7,2.56,0,0
2151,JJ Pfister Distilling Company,Equity - Common,Sacramento,California,131593,65,250,10/19/2020 0:00,55822,2.5,3.7,2.5,3.3,2.3,1.2,2.64,0,0
2152,Gift of College,Equity - Common,Venice,California,1197709,277,6163,10/19/2020 0:00,55514,1.2,1.8,3.9,3.9,3.3,4.2,3.02,0,0
2153,UNOMi,Convertible Note,Venice,California,2551,277,248,10/19/2020 0:00,55561,4.2,2.3,3.1,3.5,3.9,3.1,3.23,0,0
2154,Armbrust American,Debt,Pflugerville,Texas,7000000,277,250,10/20/2020 0:00,31518,5,1.8,2.5,4.4,2.9,1,2.94,0,0
2155,Future Proof,Equity - Preferred,Austin,Texas,4199062,277,248,10/20/2020 0:00,55679,1,4.6,3.5,5,4.6,3.1,3.44,0,0
2156,Pure-Light Technologies,SAFE,Rigby,Idaho,125510.58,277,249,10/20/2020 0:00,55799,1.2,1.4,2.7,3.1,1,1.8,2.05,0,0
2157,Boonoob,SAFE,San Francisco,California,92584,277,250,10/20/2020 0:00,55675,2.7,1.6,2.1,3.1,1.6,3.1,2.52,0,0
2158,Doorage,SAFE,Elk Grove Village,Illinois,336985,277,6163,10/21/2020 0:00,55565,1.4,2.1,3.7,3.9,2.1,2.1,2.64,0,0
2159,Bay Area Ranchers’ Cooperative,Equity - Preferred,Petaluma,California,0,65,250,10/21/2020 0:00,32211,5,1.2,3.9,1,2.3,2.5,2.73,0,0
2160,Joi,SAFE,Travelers Rest,South Carolina,0,277,250,10/21/2020 0:00,55649,5,1.8,2.5,1,2.5,3.7,2.81,0,0
2161,Full Circle Brewing,Equity - Common,Fresno,California,1387367,65,250,10/21/2020 0:00,55509,1.2,1.2,2.1,4.2,1.2,2.5,2.22,0,0
2165,Atom Limbs,SAFE,San Francisco,California,0,277,6163,10/23/2020 0:00,55558,2.3,2.5,3.3,2.7,3.1,4.2,2.98,0,0
2169,AllPeople,SAFE,Morro Bay,California,null,277,250,10/26/2020 0:00,55923,4.6,1.4,3.7,1,2.1,2.5,2.64,0,0
2170,American Ultimate Disc League,Equity - Common,Los Gatos,California,719085,65,250,10/26/2020 0:00,55725,1.4,1.6,3.5,5,2.5,2.5,2.81,0,0
2171,Battle Approved Motors,Equity - Common,Phoenix,Arizona,null,277,250,10/26/2020 0:00,55500,3.1,1.6,1.2,1,1,2.5,1.88,0,0
2172,Shyft Auto,SAFE,Winston-Salem,North Carolina,0,277,6163,10/26/2020 0:00,55717,3.1,2.7,3.1,1,1.8,3.1,2.6,0,0
2175,HyperSciences,Equity - Preferred,Spokane,Washington,501430,277,248,10/26/2020 0:00,55502,1,3.9,4.4,4.6,5,5,3.78,0,0
2176,Trashless,Convertible Note,Austin,Texas,484772,277,6163,10/26/2020 0:00,55507,3.7,5,2.9,3.7,4.8,2.5,3.57,0,0
2180,MedVector,Equity - Common,El Segundo,California,0,277,248,10/27/2020 0:00,55508,2.3,4.6,3.9,2.5,4.4,3.7,3.4,0,0
2181,Yoga Ed.,SAFE,Honolulu,Hawaii,418468,277,6163,10/27/2020 0:00,55664,3.3,1,4.4,3.7,2.9,2.1,2.89,0,0
2185,Sunken Stone,Equity - Preferred,San Diego,California,31496566,277,250,10/28/2020 0:00,55665,2.1,2.3,3.9,4.4,2.7,1.6,2.85,0,0
2188,Crypto Asset Rating,Convertible Note,Edison,New Jersey,48742,277,250,10/30/2020 0:00,55644,2.3,2.1,2.7,2.9,1.8,3.1,2.6,0,0
2189,MobileyMe,Convertible Note,Windermere,Florida,3886,277,250,10/30/2020 0:00,55631,3.7,2.3,2.5,2.5,3.7,4.8,3.15,0,0
2190,Orion,Equity - Common,Cincinnati,Ohio,null,277,250,10/30/2020 0:00,55699,4.6,1.6,1.8,1,1.2,2.1,2.22,0,0
2192,SmartGurlz,Equity - Preferred,Arlington,Virginia,303840,66,6163,10/30/2020 0:00,55784,2.3,2.3,2.9,4.8,2.5,1.8,2.81,0,0
2193,Jassby,Equity - Preferred,Waltham,Massachusetts,95066,66,6163,10/30/2020 0:00,55785,1.2,2.1,3.7,3.7,2.5,3.1,2.77,0,0
2194,Veriglif,Equity - Preferred,New York,New York,0,277,250,10/30/2020 0:00,55499,2.7,1.4,1.4,3.3,1,1,1.97,0,0
2195,Mini City,Equity - Common,Atlanta,Georgia,0,277,250,10/30/2020 0:00,55584,5,1,2.1,1,1.8,3.7,2.56,0,0
2196,Edible Garden,SAFE,Belvidere,New Jersey,0,277,248,10/30/2020 0:00,55786,1.4,1.4,2.5,1,1,3.7,2.01,0,0
2201,Fanbase,Equity - Common,Atlanta,Georgia,12616,66,6163,11/2/2020 0:00,55496,1.4,2.3,1.8,2.5,1.2,3.1,2.22,0,0
2202,Honeyfund,Equity - Common,Clearwater,Florida,1731069,277,250,11/2/2020 0:00,55497,1.4,1,4.4,4.2,2.5,3.1,2.81,0,0
2203,Shark Wheel,Equity - Common,Lake Forest,California,1181599,277,250,11/2/2020 0:00,55650,1,1.6,4.6,3.9,2.1,2.1,2.64,0,0
2204,Climate Action Now,Convertible Note,Woodside,California,0,277,250,11/2/2020 0:00,55666,3.3,1.4,3.1,1,1.4,3.1,2.39,0,0
2210,Booxby,Convertible Note,Sausalito,California,null,277,6163,11/4/2020 0:00,55839,4.4,2.1,3.7,3.5,4.6,3.7,3.48,0,0
2211,Manta Biofuel,SAFE,Owings Mills,Maryland,0,66,247,11/4/2020 0:00,55680,3.7,5,3.9,4.4,5,5,4.41,0,0
2213,VibeTech Enterprises,Equity - Common,Sheboygan,Wisconsin,45040,277,6163,11/4/2020 0:00,55667,1.6,2.5,3.7,4.6,4.6,4.8,3.44,0,0
2214,Virtual World Computing,Convertible Note,Santa Barbara,California,21544,277,250,11/5/2020 0:00,55606,3.3,1.4,3.9,2.7,1.6,1,2.47,0,0
2215,Bullfrog AI Holdings,SAFE,Gaithersburg,Maryland,0,277,250,11/5/2020 0:00,55823,1,3.1,4.4,1,2.9,5,2.89,0,0
2218,Bolt Mobility Corporation,Equity - Common,Miami,Florida,2637423,277,250,11/6/2020 0:00,55467,1,1.8,1.4,4.8,1.4,2.5,2.31,0,0
2219,Little West,SAFE,Los Angeles,California,1830305,277,6163,11/6/2020 0:00,55718,2.7,2.1,2.9,4.2,1.8,1,2.56,0,0
2222,FloraScentials,Convertible Note,St. Lous,Missouri,0,65,250,11/6/2020 0:00,55676,4.6,2.9,2.7,1,1.6,1.2,2.47,0,0
2225,CLICS,Equity - Preferred,La Jolla,California,300639,277,248,11/9/2020 0:00,55668,1.4,1.2,4.2,4.8,4.2,5,3.32,0,0
2227,Firelight Camps,Equity - Preferred,Ithaca,New York,731495,277,250,11/10/2020 0:00,55624,2.7,3.1,3.5,4.8,4.8,3.7,3.57,0,0
