week,writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,city,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,addressable_market,market_size_addressable,market_size_addressable_buckets,market_size_obtainable,market_size_obtainable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors_buckets,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,,,avg_relevant_industry_experience,avg_relevant_industry_experience_brackets,sum_exits,sum_exits_brackets,avg_age,age_buckets,,Valuation/Cap,Discount Rate,Interest Rate,Return Multiple,Price Rating,Attributes - Security Type,%,Tags - Stage,,Addressable Market Size,Market Growth,Sum,Market Rating,Tags - Social Impact,,Relevant Industry Experience,Exits,Sum,Team Rating,Attributes - Founders Age,%,Attributes - # of Founders,%,Attributes - Employees,%,Attributes - Founders Worked Together,%,Tags - Female Founder,Tags - Minority Founder,Tags - Famous Founder,,Attributes - Revenue Model,%,Attributes - Distribution Model,%,Attributes - Margin,%,Attributes - Capital Intensity,%,,Has Paying Customers,Revenue,Capital Utilization,Capital Raised,Sum,Performance Rating,Attribute - Development Phase,%,,Diffrentiation Level Rating,Direct Competitors,Sum,Diffrentiation Rating,Attribute - has_patents,%,Attribute - barriers_to_entry,%,Attribute - threat_of_substitute_products,%,,,Sum,Overall Ratings (Scaled Sum)
,Francis,1677789,"Baqua, Inc.",02/14/2020 12:17 PM,StartEngine,https://www.startengine.com/baqua,https://www.sec.gov/Archives/edgar/data/1677789/000166516020000134/xslC_X01/primary_doc.xml,2/18/2020,"Baqua, Incorporated",Baqua,,"Food, Beverage, & Restaurants",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$5,400,000",,,,5400000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,Low,No,,2.08E+11,#NAME?,5000000,#NAME?,0.08,#NAME?,40-50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$6,211",#NAME?,21223,0,#NAME?,1,#NAME?,Pre-Profit,,Yes,0,1,No,Yes,No,No,1,1,0,0,,5,0,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,60.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.5,1.0,2.5,1.4,#NAME?,100%,1,46%,1,8%,No,72%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Francis,1788193,COLORS: Oakland,02/14/2020 12:23 PM,WeFunder,https://wefunder.com/colors,https://www.sec.gov/Archives/edgar/data/1788193/000167025420000074/xslC_X01/primary_doc.xml,1/29/2020,COLORS Oakland LLC,COLORS: Oakland,,"Food, Beverage, & Restaurants",Non-Tech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$2,000,000",,,,2000000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,,1E+11,#NAME?,20000000,#NAME?,0.03,#NAME?,40-50,Low,Low,Similar to others,Low,High,Yes,No,No,No,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Product,,Yes,0,1,No,Yes,Yes,No,3,1,0,0,,15,0,47,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,0.00,,47.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.4,1.0,3.4,2.1,#NAME?,100%,1,46%,1,8%,No,72%,Yes,Yes,No,,Transactional,60%,B2C,41%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Francis,1713366,Incluzion,02/18/2020 11:39 AM,WeFunder,https://wefunder.com/incluzion,https://www.sec.gov/Archives/edgar/data/1713366/000167025419000673/xslC_X01/primary_doc.xml,11/22/2019,Spendwith Corp dba Incluzion,Incluzion,,"Business Services, Software, & Applications",MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$2,500,000",20%,"$2,000,000",2000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,Low,Low,Yes,,1.5E+11,#NAME?,15000000000,#NAME?,0.1,#NAME?,5-10,Low,Low,Similar to others,High,High,Yes,No,Yes,Yes,"$1,020",#NAME?,1492,44421,#NAME?,0.033587718,#NAME?,Pre-Profit,,No,0,1,No,No,Yes,No,4,1,3,0,,10,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,0.00,,39.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.0,1.0,3.0,1.7,#NAME?,100%,1,46%,1,8%,No,72%,No,Yes,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Francis,1722138,Politiscope,,SeedInvest,https://www.seedinvest.com/politiscope/seed/highlights,https://www.sec.gov/Archives/edgar/data/1722138/000172213820000001/xslC_X01/primary_doc.xml,3/6/2020,"Politiscope, Inc.",Politiscope,,Civic and Social Organization,MediaTech,Early,Seed,RegCF,RegD 506(C),Convertible Note,,,,"$8,000,000",20%,"$6,400,000",6400000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,10000000000,#NAME?,200000000,#NAME?,0.1,#NAME?,5-10,High,High,Obviously better than others,High,Low,Yes,No,Yes,Yes,$647,#NAME?,67939,975000,#NAME?,0.069681026,#NAME?,Pre-Profit,,Yes,1,3,No,No,Yes,Yes,5,4,7,0,,5,0,32,No,,0,0,28,No,,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,0.00,,30.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.2,1.0,2.2,1.1,#NAME?,100%,3,4%,4,12%,No,72%,No,Yes,Yes,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,Low,19%,,,#NAME?,#NAME?
,Francis,1804340,"Tuffy Packs, Inc.",,StartEngine,https://www.startengine.com/tuffypacks,https://www.sec.gov/Archives/edgar/data/1804340/000166516020000233/xslC_X01/primary_doc.xml,3/13/2020,"Tuffy Packs, Inc.",Tuffy Packs,,Consumer Goods & Services,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$4,500,000",,,,4500000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,Low,No,,5000000000,#NAME?,250000000,#NAME?,0.05,#NAME?,10-20,Low,Low,Similar to others,High,High,No,No,Yes,Yes,"$255,128",#NAME?,1168,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,2,No,No,No,No,2,2,0,0,,5,0,55,No,,10,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,,0.00,,47.50,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,1.0,2.7,1.6,#NAME?,100%,2,46%,2,16%,No,72%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Francis,1754733,Slash Haircare,,Fundopolis,https://fundopolis.com/raisedetails?id=4977250b-c81b-4947-a175-c0b0b037f097,https://www.sec.gov/Archives/edgar/data/1754733/000178043920000009/xslC_X01/primary_doc.xml,3/10/2020,Slash Beauty Inc.,Slash Haircare,,Consumer Goods & Services,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$4,000,000",,,,4000000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,Low,No,,80000000000,#NAME?,1000000000,#NAME?,0.03,#NAME?,10-20,High,Low,Similar to others,Low,High,No,No,Yes,Yes,"$8,008",#NAME?,8418,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,3,Yes,Yes,Yes,No,4,3,0,0,,20,0,40,Yes,,10,0,30,No,,10,0,40,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33,,0.00,,36.67,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.3,1.0,3.3,2.0,#NAME?,100%,3,4%,3,9%,Yes,28%,Yes,Yes,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Francis,1803581,FLUUX,,SeedInvest,https://www.seedinvest.com/fluux/pre.seed/highlights,https://www.sec.gov/Archives/edgar/data/1803581/000180358120000002/xslC_X01/primary_doc.xml,3/27/2020,"Fluux, Inc.",Fluux,,Computer Hardware,HardwareTech,Early,Pre-Seed,RegCF,RegD 506(C),Convertible Note,,,,"$2,000,000",20%,"$1,600,000",1600000,#NAME?,Transactional,B2C,High Growth,Yes,High,High,Yes,,10000000000,#NAME?,2000000000,#NAME?,0.2,#NAME?,5-10,High,Low,Obviously better than others,High,High,No,No,Yes,Yes,"$11,163",#NAME?,11741,173798,#NAME?,0.067555438,#NAME?,Pre-Profit,,No,0,3,No,No,Yes,No,6,2,1,1,,5,0,31,No,,5,0,35,No,,10,1,39,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,,1.00,,35.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,2.0,3.6,2.3,#NAME?,100%,3,4%,2,16%,No,72%,No,Yes,No,,Transactional,60%,B2C,41%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Francis,1805525,"KapitalWise, Inc.",,MicroVentures,https://app.microventures.com/crowdfunding/kapitalwise,https://www.sec.gov/Archives/edgar/data/1805525/000180552520000002/xslC_X01/primary_doc.xml,3/18/2020,"KapitalWise, Inc.",KapitalWise,,Financial & Insurance Products & Services,FinTech,Early,Seed,RegCF,,Convertible Note,,,,"$8,000,000",20%,"$6,400,000",6400000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,Yes,,1.2E+11,#NAME?,10000000000,#NAME?,0.22,#NAME?,10-20,Low,Low,Similar to others,High,High,No,No,Yes,Yes,"$79,000",#NAME?,16427,250000,#NAME?,0.065708,#NAME?,Pre-Profit,,No,0,1,No,No,Yes,No,1,7,0,0,,15,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,0.00,,35.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.4,1.0,3.4,2.1,#NAME?,100%,1,46%,7,4%,No,72%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Francis,1805743,Goodwolf Feeding Company,,MicroVentures,https://app.microventures.com/crowdfunding/goodwolf,https://www.sec.gov/Archives/edgar/data/1805743/000180574320000002/xslC_X01/primary_doc.xml,3/20/2020,Goodwolf Feeding Company,Goodwolf,,Consumer Goods & Services,Non-Tech,Early,Seed,RegCF,,Convertible Note,,,,"$1,000,000",20%,"$800,000",800000,#NAME?,Transactional,B2B2C,Life Style,No,Low,Low,No,,2E+11,#NAME?,200000000,#NAME?,0.06,#NAME?,> 50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$156,079",#NAME?,1907,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,1,0,0,0,,10,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,0.00,,45.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,1.0,3.0,1.7,#NAME?,100%,1,46%,0,0%,No,72%,No,No,No,,Transactional,60%,B2B2C,7%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Francis,1800214,Calyx Cultivation Tech,02/20/2020 2:16 PM,WeFunder,https://wefunder.com/calyx.cultivation,https://www.sec.gov/Archives/edgar/data/1800214/000167025420000174/xslC_X01/primary_doc.xml,2/18/2020,Calyx Cultivation Tech. Corp.,Calyx Cultivation Tech,,Farming,AgriTech,Early,Seed,RegCF,,SAFE,,,,"$5,900,000",10%,"$5,310,000",5310000,#NAME?,Transactional,B2B/B2C,High Growth,No,High,High,No,,10000000000,#NAME?,1000000000,#NAME?,0.09,#NAME?,5-10,Low,Low,Similar to others,High,High,No,Yes,Yes,Yes,"$27,916",#NAME?,31896,1150000,#NAME?,0.027735652,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,1,3,0,0,,10,0,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,0.00,,55.00,#NAME?,,#NAME?,2.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,1.0,3.0,1.7,#NAME?,100%,1,46%,3,9%,No,72%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,High,43%,High,80%,,,#NAME?,#NAME?
,Francis,1791400,Pippy Sips,02/20/2020 2:23 PM,WeFunder,https://wefunder.com/pippysips,https://www.sec.gov/Archives/edgar/data/1791400/000167025419000627/xslC_X01/primary_doc.xml,10/28/2019,Pippy Sips LLC,Pippy Sips,,Consumer Goods & Services,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$2,500,000",0%,"$2,500,000",2500000,#NAME?,Transactional,B2C,Life Style,No,Low,Low,No,,1410000000,#NAME?,10000000,#NAME?,0.08,#NAME?,5-10,High,Low,Obviously better than others,Low,High,Yes,No,No,No,$0,#NAME?,1237,20000,#NAME?,0.06185,#NAME?,Pre-Profit,,No,0,2,Yes,Yes,No,No,2,2,0,0,,5,0,37,No,,5,0,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,37.00,#NAME?,,#NAME?,1.0,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.5,1.0,2.5,1.4,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Francis,1803418,Mindcurrent,02/20/2020 2:26 PM,WeFunder,https://wefunder.com/mindcurrent,https://www.sec.gov/Archives/edgar/data/1803418/000167025420000110/xslC_X01/primary_doc.xml,2/12/2020,Mindcurrent Inc.,Mindcurrent,,Computer Software,EnterpriseTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$4,000,000",30%,"$2,800,000",2800000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,,90700000000,#NAME?,100000000,#NAME?,0.07,#NAME?,5-10,High,Low,Similar to others,High,High,No,No,No,No,$0,#NAME?,45450,465000,#NAME?,0.097741935,#NAME?,Pre-Profit,,No,0,2,No,No,No,No,3,3,0,0,,10,0,36,No,,10,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,0.00,,37.00,#NAME?,,#NAME?,4.2,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,1.0,3.0,1.7,#NAME?,100%,2,46%,3,9%,No,72%,No,No,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Francis,1802405,Curastory,02/20/2020 2:30 PM,WeFunder,https://wefunder.com/fundcurastory,https://www.sec.gov/Archives/edgar/data/1802405/000167025420000088/xslC_X01/primary_doc.xml,2/4/2020,Curastory Inc.,Curastory,,"Media, Entertainment, Sports, & Publishing",AdTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$6,000,000",10%,"$5,400,000",5400000,#NAME?,Transactional,B2B,High Growth,Yes,Low,Low,Yes,,3.33E+11,#NAME?,1100000000,#NAME?,0.19,#NAME?,< 5,High,High,Obviously better than others,Low,Low,No,No,No,No,$0,#NAME?,1047,0,#NAME?,1,#NAME?,Pre-Product,,No,0,1,No,Yes,Yes,No,1,1,0,0,,5,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,27.00,#NAME?,,#NAME?,2.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.5,1.0,2.5,1.4,#NAME?,100%,1,46%,1,8%,No,72%,Yes,Yes,No,,Transactional,60%,B2B,24%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,Low,19%,,,#NAME?,#NAME?
,Francis,1798352,ASK Education,02/21/2020 10:31 AM,NetCapital,https://netcapital.com/companies/ask,https://www.sec.gov/Archives/edgar/data/1798352/000166919120000120/xslC_X01/primary_doc.xml,3/16/2020,Acquire Skills and Knowledge Education Inc.,ASK Education,,"Education, Training, & Coaching",EdTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$2,587,500",,,,2587500,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,6E+12,#NAME?,1E+11,#NAME?,0.17,#NAME?,10-20,Low,Low,Obviously worse than others,Low,High,No,No,No,No,$0,#NAME?,838,0,#NAME?,1,#NAME?,Pre-Product,,No,0,3,No,Yes,No,No,4,3,0,0,,10,0,60,No,,15,0,60,No,,10,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.67,,0.00,,56.67,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.1,1.0,3.1,1.9,#NAME?,100%,3,4%,3,9%,No,72%,Yes,No,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Francis,1792121,Event Hollow,02/21/2020 10:35 AM,Republic,https://republic.co/event-hollow,https://www.sec.gov/Archives/edgar/data/1792121/000179212120000002/xslC_X01/primary_doc.xml,2/20/2020,"Event Hollow, Inc.",Event Hollow,,Events Services,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$6,000,000",0%,"$6,000,000",6000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,Low,Low,No,,2E+12,#NAME?,72000000000,#NAME?,0.09,#NAME?,20-30,Low,Low,Obviously better than others,Low,High,No,No,Yes,No,$0,#NAME?,15266,440000,#NAME?,0.034695455,#NAME?,Pre-Profit,,No,0,2,No,Yes,No,No,4,5,6,1,,10,0,32,No,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,,1.00,,32.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,2.0,3.7,2.3,#NAME?,100%,2,46%,5,13%,No,72%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Dan,1733206,Eclipse Diagnostics,04/11/2019 7:29 PM,StartEngine,https://www.startengine.com/eclipsedx,https://www.sec.gov/Archives/edgar/data/1733206/000166516020000016/xslC_X01/primary_doc.xml,1/7/2020,"Eclipse Diagnostics, Inc.",Eclipse Diagnostics,,Farming,AgriTech,Early,Seed,RegCF,,Equity - Common,,,"$11,189,805",,,,11189805,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,2E+11,#NAME?,1134000000,#NAME?,0.13,#NAME?,5-10,Low,Low,Similar to others,,,No,Yes,No,No,$0,#NAME?,12219,171000,#NAME?,0.07145614,#NAME?,Pre-Revenue,,No,0,2,Yes,No,No,No,3,5,1,0,,5,0,32,Yes,,25,1,58,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,1.00,,45.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.4,2.0,4.4,2.9,#NAME?,100%,2,46%,5,13%,Yes,28%,No,No,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1772451,Plugsby,04/22/2019 2:11 PM,Razitall,https://www.razitall.com/pitch/the-plugsby-house-a-creative-co-living-community,https://www.sec.gov/Archives/edgar/data/1772451/000166828719000012/xslC_X01/primary_doc.xml,4/22/2019,"Plugsby, LLC",Plugsby,,Real Estate & Construction,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$977,500",0%,"$977,500",977500,#NAME?,Recurring,B2C,Life Style,Yes,High,Low,No,,2.735E+11,#NAME?,30000000000,#NAME?,0.09,#NAME?,10-20,Low,Low,Similar to others,,,Yes,No,No,No,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Product,,No,0,1,Yes,No,Yes,No,0,3,0,0,,1,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,0.00,,42.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.1,1.0,2.1,1.1,#NAME?,100%,1,46%,3,9%,Yes,28%,No,Yes,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1767762,Bounty0x,05/01/2019 9:33 AM,Republic,https://republic.co/bounty0x,https://www.sec.gov/Archives/edgar/data/1767762/000176776219000001/xslC_X01/primary_doc.xml,12/23/2019,"Bounty0x, Inc.",Bounty0x,,Marketing & Advertising,AdTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,"$4,000,000",4000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,Yes,,6500000000,#NAME?,6500000000,#NAME?,0.32,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,$0,#NAME?,1057,1200000,#NAME?,0.000880833,#NAME?,Pre-Profit,,Yes,1,2,Yes,No,Yes,No,3,24,3,0,,2,0,34,Yes,,4,0,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.00,,32.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,1.0,2.3,1.2,#NAME?,100%,2,46%,24,0%,Yes,28%,No,Yes,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
